,inputs,targets,language,language_code,annotation_type,user_id
1173,"Fan mooy gëblag réewum Singaapur ?
","Gëblag réewum Singaapur mu ngi tudd Singaapur.
",Wolof,wol,re-annotations,5951fff854f877a1823529fc18862e2985cff959cfac93222be1a50fcb4d2818
1174,"Fan moy péeyum réwum Île Maurice
",Péeyum réwum Île Maurice mu ngi tudu Port Louis,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1175,"Ndàx man ngaa jubbanti mbind mii?
[Neel: ] ""Ku weddi Yàlla ba noonu ko ak i Malaakaam ak i Yonentam ak Jibriil ak Miikaayil... Yàlla it di ab noonam rekk"".","Waaw! Mi ngii:
[Neel:] ""Ku weddi Yàlla ba noonoo ko ak i Malaakaam ak i Yonentam ak Jibriil ak Miikaayil... Yàlla ìt di ab noonam rekk"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1176,"Indil péeteg waat yi ci kàddu gii: Tay ci 5 wàxtu, YEWWI da na jànoo ak saabalkat yi, BBY ìt ci wenn wàxtu wi la'y jànoo ak caabal gi.","Waat yi nekk ci kàddu gii di ""Tay ci 5 wàxtu, YEWWI da na jànoo ak saabalkat yi, BBY ìt ci wenn wàxtu wi la'y jànoo ak caabal gi."" ak séen i péete ñoo di:
Tay: NOUN
ci: ADP
5: NUM
wàxtu: NOUN
,: PUNCT
YEWWI: PROPN
da: AUX
na: AUX
jànoo: VERB
ak: ADP
saabalkat: NOUN
yi: DET
,: PUNCT
BBY: PROPN
ìt: ADV
ci: ADP
wenn: ADJ
wàxtu: NOUN
wi: DET
la: AUX
'y: AUX
jànoo: VERB
ak: ADP
caabal: NOUN
gi: DET
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1177,Fann mooy péeyum réewum Colombie,Bogota ,Wolof,wol,original-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
1178,Dangeen di waxtaan?,waw! ,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1179,"Fan mooy péeyum réewum Inde?
","Gëblag réewum Inde mu ngi tudu New Delhi.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1180,Indil péeteg waat yi ci kàddu gii: Noonu la Nu'y faye rafetalkat yi.,"Waat yi nekk ci kàddu gii di ""Noonu la Nu'y faye rafetalkat yi."" ak séen i péete ñoo di:
Noonu: ADV
la: AUX
Nu: PRON
'y: AUX
faye: VERB
rafetalkat: NOUN
yi: DET
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1181,"Ci ban kembaar la réwum Turquie nékk
",Réwum Turquie mu ngi nékk ci kembaar bi ñuy wakh Asi,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1182,"Ci ban kembaar la réwum Estonie nékk
",Réwum Estonie mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1183,"Madrid moy péeyu ban réw?
","Madrid moy péeyu réwum Espagne
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1184,"Saint-Marin mooy péeyu ban réew?
","Saint-Marin mooy péeyu réewum Saint-Marin.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1185,Na nga def?,Maa ngi fi.,Wolof,wol,original-annotations,4b6fa02cb3e60ba9c9ca66d508c82e74731eaf6ec7799506b88cc048896d9020
1186,Indil péeteg waat yi ci kàddu gii: Ày wi dàlandi na waaye nag...,"Waat yi nekk ci kàddu gii di ""Ày wi dàlandi na waaye nag..."" ak séen i péete ñoo di:
Ày: NOUN
wi: DET
dàlandi: VERB
na: AUX
waaye: CCONJ
nag: ADV...: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1187,"Ci ban kembaar la réwum Azerbaïdjan nékk
",Réwum Azerbaïdjan mu ngi nékk ci kembaar bi ñuy wakh Asie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1188,Lan moo daal George Floyd ca USA ?,"George Floyd jamono jii, mooy néew bi gën a siiw ci àddina sépp. Li kob takk der bu weex faat ci anam yu ñaaw a ñaaw nag moo waral coow li jib boobaak léegi.",Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1189,Jan jigéen a njëkk a doon jàmbur ca ngomblaanug (Assamblée) Senegaal ?,Karolin Fay mooy jigéen ji njëkk a doon jàmbur ca ngomblaanug réewum Senegaal.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1190,"Fan moy péeyum réwum Libye
",Péeyum réwum Libye mu ngi tudu Tripoli,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1191,"Beqil ma mbind mii:
Naka ngeen di weddee Yàlla te ngeen doonoon ñu dee, Mu dundal leen? Dana leen rey; dana leen dekkalaat ngeen dellu ca Moom.","Mbind mi jub a ngi nii:
Naka ngéen di wedde Yàlla te ngéen doonoon ñu dee, Mu dundal léen? Da na léen ray; da na léen dekkalaat ngéen dellu ca Moom.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1192,"Paramaribo moy péeyu ban réw?
","Paramaribo moy péeyu réwum Suriname
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1193,"Làmmiñ
",Mouth	,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1194,Ci ban kembaar la réwum Erythrée nékk,Réwum Erythrée mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1195,"Beqil ma mbind mii:
Bir na, ne jox Nanu Muusaa Téere ba; Nu toxal ginnaawam ay Yonent. Te jox Nanu Iisaa doomu Maryaama ay kéemaan yu leer te dëgëral ko, ak ruu gu sell [Jibril]. Ndax saa yu leen ab Yonent dikkalee [Sant leen] lu neexul seen bakkan, ngeen rëy-rëylu? Ngeen weddi ab kurél, rey ab kurél [ca ñoom Yonent ya].","Mbind mi jub a ngi nii:
Bir na, ne jox Na nu Muusaa Téere ba; Nu toxal ginnaawam ay Yonent. Te jox Na nu Iisaa doom u Maryaama ay kéemaan yu leer te dëgaral ko, ak ruu gu sell [Jibril]. Ndàx saa yu léen ab Yonent dikkalee [sant léen] lu neexul séen bakkan, ngéen rëy-rëylu? Ngéen weddi ab kurel, ray ab kurél [ca ñoom Yonent ya].",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1196,Wan xob mooy génne wurekat (joueur) ci po mi ?,xob bu xonq bi,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1197,"Ci man kembaar la réewum Turkménistan nekk
",Réewum Turkménistan moo ngi nekk ci kembaar bu ñuy wax Asie,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1198,"Fan moy péeyum réwum Angola
",Péeyum réwum Angola mu ngi tudu Luanda,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1199,Ci ban kembaar la réwum Gabon nékk,Réwum Gabon mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1200,"Fan moy péeyum réwum Estonie
","Péeyum réwum Estonie mu ngi tudu Tallinn
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1201,"Yàn loy a àm ci Wolof?
","Loy i Wolof yi, yii lañ: a, à, ã, b, c, d, e, ẽ, é, ë, f, g, h, i, ì, ĩ, j, k, l, m, n, ŋ, ñ, o, ó, õ, p, q, r, s, t, u, ù, ũ, w, x, y.
",Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1202,Na nga deff ?,Mangui fi,Wolof,wol,re-annotations,5dd72f79339c0e053085bf742a0ce2de4f9453af07df5a4a8672226327d7694e
1203,"Oktoobar
",October	,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1204,"Fan mooy gëblag réewum Repiblig Ceg!?
","Gëblag réwum Repiblig Ceg mu ngi tudd Praag.
",Wolof,wol,re-annotations,5951fff854f877a1823529fc18862e2985cff959cfac93222be1a50fcb4d2818
1205,"Hanoi moy péeyu ban réw?
","Hanoi moy péeyu réwum Viêt Nam
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1206,"Georgetown mooy gëblag man réew ?
","Georgetown mooy gëblag réewum Guyana.
",Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1207,Damaa wopp.,I’m sick.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1208,"Ci ban kembaar la réwum Pakistan nékk
",Réwum Pakistan mu ngi nékk ci kembaar bi ñuy wakh Asie,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1209,"Indil péeteg waat yi ci kàddu gii: Naka Yàlla, Jéggalaakoon la, Jaglewaakoon la.","Waat yi nekk ci kàddu gii di ""Naka Yàlla, Jéggalaakoon la, Jaglewaakoon la."" ak séen i péete ñoo di:
Naka: ADV
Yàlla: PROPN
,: PUNCT
Jéggalaakoon: NOUN
la: AUX
,: PUNCT
Jaglewaakoon: NOUN
la: AUX
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1210,"Ci ban kembaar la réwum Paraguay nékk
",Réwum Paraguay mu ngi nékk ci kembaar bi ñuy wakh Amerique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1211,"Fan moy péeyum réwum Colombie
",Péeyum réwum Colombie mu ngi tudu Bogota,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1212,Man Maddlin moo njëkk a nekk jëwriñu càmm gu Amerig ?,Albright.,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1213,Jëwriñu jigéen ñi yëgle na jure bu ñu jëmale ci jàmbur yi songoon Ami Njaay Ñiibi.,"Faatu Jaane di jëwriñ ji ñu dénk wàllug jigéen ñi yëgle na jure bu ñu def ci jàmbur yi songoon Ami Njaay ca ngomblaan ga.
Jëwriñ ji di xamle itam ne yeneeni jure dinañu ci topp ginnaaw yoy mbootaayu jigéen ñi.
Alxemes ji ñu génn tombe ak benn panu desàmbar, di bés bi ñu doon wétt njël li jëm ci njëwriñug yoon gi, doonoon itam bés bi soxna Ami Njaay jëlee am pes teg ci wéq ci yaari naataango jàmburam yile di Masata Sàmb ak Màmmadu Ñaŋ.
Lépp nag a ngi doore ci kàddu yu tégginewul yi jàmbur bi Ami Njaay génne teg ko ci kilifa Murtasidiin yi di sëriñ Mustafaa Si, ginnaaw loolu ñu woo ko ci mu jéggalu mu lànk.
Bunu sukkandikoo ci Pressafrik, ndaw si Ami Njaay a nga ca kër dogtoor, te li dogtoor Maliig Jóob xamle mooy wéq wi ñu ko def man na koo jural ëmb bu yàqu, nu déggee ci ne Ami Njaay dafa wànnoon lor.",Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1214,"Ndàx mbind mii jub na?
- Ñu ne: ""Laajal nu sa Boroom mu leeral nu nu mu mel, ndax nag yi dañoo bari ci nun. Te bu soobe Yàlla dananu gindiku [Jëfe ndigalam]"".","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
- Ñu ne: ""Laajal nu sa Boroom mu leeral nu nu mu mel, ndàx nag yi da ñoo bàri ci nun. Te bu soobe Yàlla da na nu gindiku [Jëfe ndigalam]"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1215,"Jox ma péeteg waat yi ci kàddu gii: Cëy sellam ga! Kawe na, jomb na li ñu'y wàx, jombute gu màg a màg!","Waat yi nekk ci kàddu gii di ""Cëy sellam ga! Kawe na, jomb na li ñu'y wàx, jombute gu màg a màg!"" ak séen i péete ñoo di:
Cëy: INTJ
sellam: NOUN
ga: DET
!: PUNCT
Kawe: ADJ
na: AUX
,: PUNCT
jomb: ADJ
na: AUX
li: PRON
ñu: PRON
'y: AUX
wàx: VERB
,: PUNCT
jombute: NOUN
gu: PRON
màg: ADJ
a: PART
màg: ADJ
!: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1216,"Ci gan kembaar la réewum Trinité-et-Tobago nekk ? 
",Réewum Trinité-et-Tobago mu ngi nekk ci kembaaru Amerig.,Wolof,wol,re-annotations,5951fff854f877a1823529fc18862e2985cff959cfac93222be1a50fcb4d2818
1217,"Ndàx man ngaa jubbanti mbind mii?
Ñooña ñooy ña jaay àllaaxira jënde ko àddina. Duñuleen woyofal mbugal ma. Te deesuleen dimbali.","Waaw! Mi ngii:
Ñooña ñoo'y ña jaay àllaaxira jënde ko àddina. Du ñu léen woyofal mbugal ma. Te deesu léen dimble.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1218,"Ci ban kembaar la réwum Biélorussie nékk
",Réwum Biélorussie mu ngi nékk ci kembaar bi ñuy wakh Europe,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1219,Ban dëkk la sëriñ Tuubaa njëkk a sanc ?,Mbacké Baari mooy dëkk bi sëriñ Tuubaa njëkk a sanc.,Wolof,wol,original-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1220,Indil péeteg waat yi ci kàddu gii: Ci loolu mu'y yëgal waaréew mi ak waabittim-réew ne moo ngi dund jëf jii ci ngor ak way-deŋŋ ci wéyal xeex u politig bii ngìr jox cér ay téemeer i ndaw u saa-senegaal yi ñu ray xàttit ci maaliforo.,"Waat yi nekk ci kàddu gii di ""Ci loolu mu'y yëgal waaréew mi ak waabittim-réew ne moo ngi dund jëf jii ci ngor ak way-deŋŋ ci wéyal xeex u politig bii ngìr jox cér ay téemeer i ndaw u saa-senegaal yi ñu ray xàttit ci maaliforo."" ak séen i péete ñoo di:
Ci: ADP
loolu: PRON
mu: PRON
'y: AUX
yëgal: VERB
waaréew: NOUN
mi: DET
ak: CCONJ
waabittim-réew: NOUN
ne: SCONJ
mu: PRON
a: AUX
ngi: AUX
dund: VERB
jëf: NOUN
jii: DET
ci: ADP
ngor: NOUN
ak: CCONJ
way-deŋŋ: NOUN
ci: ADP
wéyal: VERB
xeex: NOUN
u: ADP
politig: NOUN
bii: DET
ngìr: SCONJ
jox: VERB
cér: NOUN
ay: DET
téemeer: NOUN
i: ADP
ndaw: NOUN
u: ADP
saa-senegaal: NOUN
yi: PRON
ñu: PRON
ray: VERB
xàttit: ADV
ci: ADP
maaliforo: NOUN
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1221,"Beqil ma mbind mii:
Wallaahi xam ngeen ña jalgati woon ci yéen ca Gaawu ba. Tax ñoom ñooñu Nu ne leen: ""Nekkleen di ay golo yu ñu beddi! ""","Mbind mi jub a ngi nii:
Wallaahi xàm ngéen ña jàlgatiwoon ci yéen ca Gaawu ba. Tàx ñoom ñooñu Nu ne léen: ""Nekkleen di ay golo yu ñu beddi!""",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1222,Baatub joŋgama moy lan?,"Baatub ""joŋgama"" mi ngi jógge ci jëf ji dox digante waxambaane ak njegemaar : joŋante, maanaam ku nekk ci ñoom ñaar di joŋ (séduire) sa moroom. Su ko jigéen gi yóbbulee góor gi, mu dal di ne ko : yow de joŋ nga ma (tu m'as séduis). Wax jii far jur, ""joŋgama"" maanaam ci gàttal jigéen ju joŋe  (une femme séduisante).",Wolof,wol,original-annotations,40bf9dff73a8546bdb708a6864a264284e6279b06630b30a46c27f5d20f3f168
1223,Ci ban kembaar la réwum Afrique du Sud nékk,Réwum Afrique du Sud mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1224,"Fan mooy gëblag réewum Brésil?
",Gëblag réewum Brésil mu ngi tudd Brasilia.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1225,"Ci ban kembaar la réwum Salvador nékk
",Réwum Salvador mu ngi nékk ci kembaar bi ñuy wakh Amerique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1226,Indil péeteg waat yi ci kàddu gii: Way-gëm ña ay bokk la ñu.,"Waat yi nekk ci kàddu gii di ""Way-gëm ña ay bokk la ñu."" ak séen i péete ñoo di:
Way-gëm: NOUN
ña: DET
ay: DET
bokk: NOUN
la: AUX
ñu: PRON
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1227,"Fan moy péeyum réwum Côte d'Ivoire
",Péeyum réwum Côte d'Ivoire mu ngi tudu Yamoussoukro,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1228,"Ndàx man ngaa jubbanti mbind mii?
[Fàttalikuleen], ba Muusaa di sàkkul aw nitam ndox, ba Nu waxee ne: ""Dóoral xeer wi ak sa yat wi."" Fukki bëti ndox ak ñaar ballee na ca, giir gu nekk xam na fa muy naanee! - ""Lekkleen te naan ci xéewali Yàlla yi; te buleen dox ci suuf si di way-yàq"".","Waaw! Mi ngii:
[Fàttlikuléen], ba Muusaa di sàkkul aw nitam ndox, ba Nu wàxee ne: ""Dóoral xeer wi ak sa yat wi."" Fukk i bët i ndox ak ñaar balle na ca, giir gu nekk xàm na fa mu'y naane! - ""Lekkléen te naan ci xéewal i Yàlla yi; te buléen dox ci sùuf si di wayyàq"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1229,"Joxeel péeteg waat yi ci kàddu gii: Cyril Ramaphosa njaatigel réewum Àfrig di Sidd xàmle na ne moo ngi séentu Putin teew ci ndàjem BRICS yi ci weer u uut, doonte réewum Àfrig di Sidd aangu na ci jàpp ko yòbbu ca Ëtt u Daan Réew yi (CPI).","Waat yi nekk ci kàddu gii di ""Cyril Ramaphosa njaatigel réewum Àfrig di Sidd xàmle na ne moo ngi séentu Putin teew ci ndàjem BRICS yi ci weer u uut, doonte réewum Àfrig di Sidd aangu na ci jàpp ko yòbbu ca Ëtt u Daan Réew yi (CPI)."" ak séen i péete ñoo di:
Cyril: PROPN
Ramaphosa: PROPN
njaatigel: NOUN
réewum: NOUN
Àfrig: PROPN
di: ADP
Sidd: NOUN
xàmle: VERB
na: AUX
ne: SCONJ
mu: PRON
a: AUX
ngi: AUX
séentu: VERB
Putin: PROPN
teew: VERB
ci: ADP
ndàjem: NOUN
BRICS: PROPN
yi: DET
ci: ADP
weer: NOUN
u: ADP
uut: NOUN
,: PUNCT
doonte: SCONJ
réewum: NOUN
Àfrig: PROPN
di: ADP
Sidd: NOUN
aangu: VERB
na: AUX
ci: ADP
jàpp: VERB
ko: PRON
yòbbu: VERB
ca: ADP
Ëtt: NOUN
u: ADP
Daan: NOUN
Réew: NOUN
yi: DET
(: PUNCT
CPI: PROPN
): PUNCT
.: PUNCT",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1230,"Ci gan kembaar la réewum Nauru nekk ?
",Réewum Nauru mu ngi nekk ci kembaaru Oceanie.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1231,"Ndàx mbind mii jub na?
[Fàttalikuleen], ba Nu dëelanteek Muusaa ñeen-fukki guddi! Te ngeen jaamu yëkk wa ginnaawam, ngeen di way-tooñ.","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
[Fàttlikuleen], ba Nu dëhalantee'k Muusaa ñent fukk i guddi! Te ngéen jaamu yëkk wa ginnaawam, ngéen di waytooñ.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1232,"Jubbantil mbind mii:
Ba leen Yonent bu jóge ca Yàlla dikkalee di dëggal la ñu yor, gaa ya ñu joxoon ab Téere, ab kurél ca ñoom sànni Téereb Yàlla bi ca seen ginnaaw mel ni dañoo xamul!","Mbind mi jub a ngi nii:
Ba léen Yonent bu jóge ca Yàlla dikkalee di dëggal la ñu yor, gaa ya ñu joxoon ab Téere, ab kurel ca ñoom sànni Téereb Yàlla bi ca séen ginnaaw mel ni da ñoo xàmul!",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1233,"Fan moy péeyum réwum Indonésie
","Péeyum réwum Indonésie mu ngi tudu Jakarta
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1234,Ci ban kembaar la réwum Gambie nékk,Réwum Gambie mu ngi nékk ci kembaar bi ñuy wakh Afrique,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1235,Làn moo'y safaan u làl?,Safaan u làl moo'y làlli.,Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1236,"Kiev moy péeyu ban réw?
","Kiev moy péeyu réwum Ukraine
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1237,"Washington moy péeyu ban réw?
","Washington moy péeyu réwum Etats-Unis
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1238,"Fan moy péeyum réwum Belize
",Péeyum réwum Belize mu ngi tudu Belmopan,Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1239,"Ñuul
",Black,Wolof,wol,original-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1240,Fann mooy péeyum réewum Togo,Lomé mooy péeyu réewum Togo.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1241,"Port-Vila mooy gëblag man réew?
",Port-Vila moy gëblag réewum Vanuatu.,Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1242,"Tripoli mooy gëblag man réew?
","Tripoli mooy gëblag réewum Libye.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1243,"Ndàx mbind mii jub na?
Ba leen Yonent bu jóge ca Yàlla dikkalee di dëggal la ñu yor, gaa ya ñu joxoon ab Téere, ab kurél ca ñoom sànni Téereb Yàlla bi ca seen ginnaaw mel ni dañoo xamul!","Déedet; jubul cocc ba coset. Mbeqi ma a ngii:
Ba léen Yonent bu jóge ca Yàlla dikkalee di dëggal la ñu yor, gaa ya ñu joxoon ab Téere, ab kurel ca ñoom sànni Téereb Yàlla bi ca séen ginnaaw mel ni da ñoo xàmul!",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1244,"Dakar moy péeyu ban réw?
","Dakar moy péeyu réwum Sénégal
",Wolof,wol,original-annotations,06e00a8261232c1c486345a19cb7165407b528d8674c17bf1dd8981781bf5fa3
1245,añs moo'y làn ?,"añs = ak ñoom séen.
Baat la bu'y wùutu li nga indiwul ba nga'y lim ay bir yu bokk; amaana ngìr bàñ a guddal, walla ngìr ñàkk a man a lim lépp.
Niral : wàxante, dóorante, bëggante, añs... Ñoo bokk aw tëggìin.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1246,"Beqil ma mbind mii:
–Malaaka ya ne ko: ""Tuddu nanu sa sell gi! Amunu benn xam-xam lu dul loo nu xamal. Ndax Yaw yaay ki xam, Yaay ki xereñ"".","Mbind mi jub a ngi nii:
–Malaaka ya ne ko: ""Tudd na nu sa sell gi! Àmu nu benn xàm-xàm lu dul loo nu xàmal. Ndàx Yaw yaa'y ki xàm, Yaa'y ki xereñ"".",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
1247,"Fan mooy gëblag réewum Ouzbékistan?
","Gëblag réewum Ouzbékistan mu ngi tudd Tachkent.
",Wolof,wol,re-annotations,336111fda4a1729e1f46570bd49d49017a7cbc51e9ad93c41251e4a428a38694
1248,Fan mooy gëblag réewum Qatar ?,Doha mooy gëblag réewum Qatar.,Wolof,wol,re-annotations,ab1a15be2f996dcae05d4f4e7c1499086fa709d5b25243eb80a600ec61bf1d4e
1249,"Jubbantil mbind mii:
Axakañ! ku wommatu ci topp Yàlla te muy rafetal, [topp, ci jëfe ndigal ak bàyyi yi Yàlla tere] kooku peyam ma nga ca Boroomam. [Ña mel ni ñoom] duñu tiit duñu jàq.","Mbind mi jub a ngi nii:
Ahãkañ! Ku wommatu ci topp Yàlla te mu'y rafetal, [topp, ci jëfe ndigal ak bàyyi yi Yàlla tere] kooku payam ma nga ca Boroomam. [Ña mel ni ñoom] du ñu tiit du ñu jàq.",Wolof,wol,original-annotations,0c6aa8c3d25553a4c26c9dcd82bce16fda710f035ac76ef8aaa655cdb56f6ca6
